序号,发射地省份,地市,区县,发射台名,频道,发射功率(千瓦),节目
7275,四川省,甘孜藏族自治州,康定市,古瓦寺站,DS-37,0.05,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，康定县广播电视台电视节目
7276,四川省,甘孜藏族自治州,康定县,康定515台,DS-36,1,中一等8套节目
7277,四川省,甘孜藏族自治州,康定县,康定515台,DS-33,1,中七等4套节目
7278,四川省,甘孜藏族自治州,康定县,康定姑咱镇电视转播台,DS-26,1,中一等8套节目
7279,四川省,甘孜藏族自治州,康定县,康定姑咱镇电视转播台,DS-38,1,中七等4套节目
7280,四川省,甘孜藏族自治州,康定县,新都桥调频电视转播台,DS-36,1,中一等8套节目
7281,四川省,甘孜藏族自治州,康定县,新都桥调频电视转播台,DS-32,1,中七等4套节目
7282,四川省,甘孜藏族自治州,理塘县,理塘533台,DS-41,0.3,中一等8套节目
7283,四川省,甘孜藏族自治州,理塘县,理塘533台,DS-35,0.3,中七等4套节目
7284,四川省,甘孜藏族自治州,理塘县,曲登基站,DS-19,0.1,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7285,四川省,甘孜藏族自治州,理塘县,浑查二村基站,DS-25,0.05,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7286,四川省,甘孜藏族自治州,理塘县,二郎寺基站,DS-37,0.05,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7287,四川省,甘孜藏族自治州,理塘县,措洼基站,DS-19,0.05,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7288,四川省,甘孜藏族自治州,理塘县,大中基站,DS-22,0.05,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7289,四川省,甘孜藏族自治州,理塘县,章纳基站,DS-19,0.1,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7290,四川省,甘孜藏族自治州,理塘县,德巫基站,DS-13,0.1,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7291,四川省,甘孜藏族自治州,理塘县,觉吾基站,DS-19,0.1,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7292,四川省,甘孜藏族自治州,理塘县,作吾基站,DS-25,0.05,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7293,四川省,甘孜藏族自治州,理塘县,甲洼基站,DS-19,0.1,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7294,四川省,甘孜藏族自治州,理塘县,上木拉基站,DS-28,0.1,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7295,四川省,甘孜藏族自治州,理塘县,上木拉亚公基站,DS-31,0.05,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7296,四川省,甘孜藏族自治州,理塘县,格西基站,DS-19,0.05,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7297,四川省,甘孜藏族自治州,理塘县,热拉基站,DS-13,0.05,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7298,四川省,甘孜藏族自治州,理塘县,下木拉基站,DS-34,0.1,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7299,四川省,甘孜藏族自治州,理塘县,拉波基站,DS-13,0.1,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7300,四川省,甘孜藏族自治州,理塘县,中木拉基站,DS-25,0.1,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7301,四川省,甘孜藏族自治州,理塘县,鸟依基站,DS-22,0.05,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
7302,四川省,甘孜藏族自治州,理塘县,中木拉乌沙基站,DS-16,0.05,四川广播电视台文化旅游频道、影视文艺频道、科技教育频道、峨嵋电影频道，甘孜藏族自治州广播电视台综合频道、康巴藏语综合广播节目，理塘县广播电视台电视节目
